Frame,Conf,X,Y,Width,Height,ID,ID_Norm
9,0.88427734375,1204,689,186,101,2,1
9,0.8759765625,906,692,162,85,3,2
9,0.8408203125,633,666,113,70,4,3
9,0.74462890625,978,659,92,48,5,4
9,0.56591796875,522,658,83,58,6,5
9,0.7744140625,827,654,110,67,7,6
9,0.7705078125,459,650,69,46,8,7
9,0.79296875,1082,668,120,81,9,8
9,0.552734375,760,648,55,49,11,0
9,0.7490234375,1433,683,253,119,12,11
9,0.6259765625,1288,672,61,56,14,9
9,0.76904296875,1720,653,125,36,25,13
9,0.56201171875,725,640,82,53,28,10
10,0.8955078125,1216,690,186,101,2,1
10,0.8759765625,915,693,164,86,3,2
10,0.8408203125,638,667,114,71,4,3
10,0.7490234375,983,659,92,49,5,4
10,0.6943359375,525,658,84,59,6,5
10,0.822265625,832,655,112,67,7,6
10,0.7890625,464,651,71,46,8,7
10,0.77197265625,1090,668,121,82,9,8
10,0.7705078125,1444,684,253,119,12,11
10,0.80810546875,1698,652,125,36,25,13
10,0.6298828125,729,640,81,53,28,10
11,0.89013671875,1228,691,188,104,2,1
11,0.87646484375,924,695,165,85,3,2
11,0.83349609375,643,667,115,71,4,3
11,0.751953125,988,660,95,49,5,4
11,0.611328125,530,659,86,59,6,5
11,0.77587890625,836,655,111,67,7,6
11,0.63720703125,466,651,72,47,8,7
11,0.77978515625,1098,669,120,84,9,8
11,0.552734375,768,649,56,51,11,0
11,0.79052734375,1457,684,249,120,12,11
11,0.5,1313,673,64,57,14,9
11,0.57568359375,511,615,74,45,15,12
11,0.7041015625,1676,651,123,35,25,13
11,0.52734375,733,641,83,54,28,10
12,0.9033203125,1240,691,190,104,2,1
12,0.8896484375,935,695,169,86,3,2
12,0.841796875,648,667,115,71,4,3
12,0.7734375,995,660,98,50,5,4
12,0.658203125,536,659,92,59,6,5
12,0.830078125,841,655,113,67,7,6
12,0.80908203125,1102,670,130,86,9,8
12,0.7734375,1468,685,251,120,12,11
12,0.63525390625,512,616,77,47,15,12
12,0.7216796875,1656,650,120,35,25,13
13,0.89111328125,1253,693,193,106,2,1
13,0.89697265625,945,696,171,86,3,2
13,0.86083984375,654,668,116,72,4,3
13,0.7744140625,1002,660,100,50,5,4
13,0.658203125,540,659,95,59,6,5
13,0.810546875,846,655,112,68,7,6
13,0.5234375,477,652,70,48,8,0
13,0.81884765625,1108,670,136,86,9,8
13,0.525390625,778,649,49,51,11,7
13,0.83984375,1481,686,252,121,12,11
13,0.62060546875,514,616,77,46,15,12
13,0.525390625,248,645,77,48,18,9
13,0.5078125,309,643,56,43,19,10
13,0.67919921875,1634,650,121,36,25,13
13,0.63330078125,741,640,84,54,28,14
14,0.896484375,1266,693,194,106,2,1
14,0.89013671875,956,697,173,87,3,2
14,0.85498046875,659,668,117,73,4,3
14,0.7958984375,1008,660,101,50,5,4
14,0.7373046875,544,659,95,61,6,5
14,0.806640625,850,656,111,68,7,6
14,0.63720703125,479,652,71,47,8,0
14,0.80419921875,1118,670,134,86,9,8
14,0.5078125,783,650,53,51,11,7
14,0.75634765625,1491,686,257,122,12,11
14,0.62451171875,517,615,77,46,15,12
14,0.55810546875,1621,651,103,37,25,13
15,0.89892578125,1278,694,197,108,2,1
15,0.8798828125,966,697,175,89,3,2
15,0.85302734375,665,669,117,74,4,3
15,0.732421875,1015,660,102,49,5,4
15,0.71875,549,661,96,60,6,5
15,0.79296875,856,656,113,69,7,6
15,0.66357421875,482,652,72,46,8,0
15,0.810546875,1127,671,135,84,9,8
15,0.7490234375,1503,687,257,123,12,11
15,0.662109375,519,614,78,44,15,12
15,0.50390625,256,645,77,48,18,9
15,0.57177734375,1610,650,79,35,25,13
16,0.9033203125,1292,695,200,109,2,1
16,0.89404296875,976,698,177,90,3,2
16,0.85791015625,671,669,119,74,4,3
16,0.7294921875,1021,660,100,49,5,4
16,0.74169921875,553,662,97,58,6,5
16,0.8017578125,860,656,114,70,7,6
16,0.640625,484,652,74,48,8,0
16,0.82568359375,1133,672,144,86,9,8
16,0.552734375,791,650,54,51,11,7
16,0.57763671875,1516,687,258,124,12,11
16,0.529296875,1371,666,59,40,14,10
16,0.6259765625,521,615,78,46,15,12
16,0.6318359375,260,646,74,47,18,9
16,0.525390625,313,641,59,45,19,14
16,0.67578125,754,640,86,54,28,15
17,0.90380859375,1305,696,203,109,2,1
17,0.884765625,987,699,179,89,3,2
17,0.8671875,676,669,120,74,4,3
17,0.716796875,1028,661,102,50,5,4
17,0.83642578125,557,664,98,55,6,5
17,0.76904296875,865,657,118,69,7,6
17,0.62255859375,487,651,74,49,8,0
17,0.81884765625,1145,673,145,85,9,8
17,0.6318359375,1528,688,260,125,12,11
17,0.58154296875,524,615,80,47,15,12
17,0.529296875,1527,688,260,124,37,13
18,0.89697265625,1320,697,208,111,2,1
18,0.884765625,998,700,182,90,3,2
18,0.8642578125,682,669,121,75,4,3
18,0.763671875,1034,662,103,50,5,4
18,0.796875,561,664,99,56,6,5
18,0.81884765625,870,657,117,70,7,6
18,0.63330078125,491,651,72,48,8,0
18,0.77978515625,1155,673,147,86,9,8
18,0.59619140625,802,650,54,51,11,7
18,0.72314453125,1542,689,263,126,12,11
18,0.56201171875,527,615,82,47,15,12
18,0.62255859375,268,648,76,48,18,9
18,0.529296875,316,642,60,46,19,10
19,0.89892578125,1333,698,212,111,2,1
19,0.8740234375,1009,701,184,91,3,2
19,0.86962890625,688,670,121,75,4,3
19,0.68408203125,1041,662,102,51,5,4
19,0.83642578125,565,664,101,56,6,5
19,0.82666015625,874,657,121,71,7,6
19,0.68603515625,496,652,73,48,8,0
19,0.85693359375,1163,673,153,87,9,8
19,0.57958984375,806,650,54,52,11,7
19,0.58154296875,1554,689,264,126,12,11
19,0.62060546875,531,617,84,51,15,12
19,0.57568359375,271,649,76,50,18,9
19,0.5546875,319,643,60,45,19,10
20,0.90869140625,1348,699,215,112,2,1
20,0.8916015625,1020,702,186,93,3,2
20,0.8818359375,694,670,122,76,4,3
20,0.63525390625,1049,663,107,52,5,4
20,0.83544921875,569,664,101,57,6,5
20,0.8427734375,880,658,119,71,7,6
20,0.69287109375,501,653,74,49,8,0
20,0.8427734375,1173,673,158,87,9,8
20,0.5869140625,811,650,55,52,11,7
20,0.83984375,1567,689,264,127,12,11
20,0.57177734375,533,616,83,49,15,12
20,0.662109375,275,650,76,50,18,9
20,0.537109375,321,644,60,43,19,10
21,0.9052734375,1363,699,215,112,2,1
21,0.87841796875,1031,703,188,93,3,2
21,0.8681640625,700,671,124,76,4,3
21,0.53515625,1054,662,107,49,5,4
21,0.810546875,574,665,103,57,6,5
21,0.83349609375,883,658,124,72,7,6
21,0.67919921875,504,653,75,49,8,0
21,0.865234375,1182,674,165,88,9,8
21,0.56396484375,814,651,54,52,11,7
21,0.6318359375,1580,690,268,128,12,11
21,0.56005859375,537,615,83,48,15,12
21,0.7138671875,278,650,76,50,18,9
22,0.8984375,1380,700,220,115,2,1
22,0.8818359375,1043,704,192,94,3,2
22,0.86865234375,706,671,124,76,4,3
22,0.56005859375,1061,662,105,48,5,4
22,0.82568359375,578,665,101,59,6,5
22,0.83740234375,888,658,124,72,7,6
22,0.6494140625,509,653,75,50,8,0
22,0.8681640625,1191,675,171,89,9,8
22,0.6533203125,1594,690,268,129,12,11
22,0.7138671875,281,650,77,49,18,9
22,0.537109375,1592,690,265,128,47,10
23,0.90478515625,1395,701,226,116,2,1
23,0.8818359375,1055,705,193,94,3,2
23,0.875,712,671,126,77,4,3
23,0.52734375,1067,661,105,47,5,4
23,0.8232421875,582,666,102,59,6,5
23,0.8115234375,891,658,127,73,7,6
23,0.642578125,512,654,73,49,8,0
23,0.865234375,1199,675,178,91,9,8
23,0.5947265625,1462,654,78,48,10,7
23,0.501953125,1607,691,270,130,12,11
23,0.69775390625,285,649,78,50,18,9
24,0.90478515625,1410,703,226,117,2,1
24,0.88427734375,1067,706,197,96,3,2
24,0.8740234375,719,672,128,77,4,3
24,0.806640625,586,667,104,59,6,5
24,0.85400390625,897,659,127,73,7,6
24,0.83984375,1209,675,180,91,9,8
24,0.8154296875,1621,693,270,132,12,11
24,0.74169921875,289,650,79,51,18,9
25,0.90283203125,1425,704,228,118,2,1
25,0.88720703125,1079,706,199,97,3,2
25,0.873046875,725,673,129,78,4,3
25,0.515625,1083,659,106,42,5,0
25,0.806640625,591,667,105,59,6,5
25,0.8447265625,902,659,126,73,7,6
25,0.82568359375,1218,676,182,91,9,8
25,0.7919921875,1633,694,274,133,12,11
25,0.525390625,539,629,99,74,15,4
25,0.72314453125,293,649,80,52,18,9
26,0.91162109375,1441,705,232,119,2,1
26,0.88623046875,1092,708,202,98,3,2
26,0.8740234375,731,673,130,79,4,3
26,0.81298828125,597,666,104,61,6,5
26,0.85400390625,908,659,126,73,7,6
26,0.83447265625,1227,676,184,94,9,8
26,0.548828125,837,652,49,53,11,7
26,0.7294921875,1645,695,280,134,12,11
26,0.53515625,541,633,103,83,15,4
26,0.6826171875,297,649,82,53,18,9
26,0.513671875,653,643,50,35,44,10
27,0.90966796875,1458,705,236,119,2,1
27,0.89306640625,1105,708,204,100,3,2
27,0.880859375,738,674,131,79,4,3
27,0.525390625,1094,652,100,30,5,0
27,0.81982421875,601,666,108,60,6,5
27,0.87158203125,912,659,127,74,7,6
27,0.541015625,525,654,70,51,8,12
27,0.806640625,1236,677,184,93,9,8
27,0.517578125,841,651,44,53,11,7
27,0.708984375,1660,695,278,135,12,11
27,0.673828125,303,650,78,53,18,9
27,0.51171875,1393,643,95,30,25,13
27,0.505859375,657,643,54,35,44,10
28,0.91259765625,1475,706,240,119,2,1
28,0.9033203125,1118,710,206,101,3,2
28,0.8857421875,745,674,131,80,4,3
28,0.638671875,1102,652,99,30,5,0
28,0.80078125,607,667,105,60,6,5
28,0.84912109375,917,660,128,75,7,6
28,0.66357421875,531,655,73,50,8,12
28,0.74462890625,1246,677,183,94,9,8
28,0.5927734375,846,652,43,54,11,7
28,0.76904296875,1670,696,291,136,12,11
28,0.73388671875,554,619,91,56,15,4
28,0.505859375,411,629,44,30,16,14
28,0.75341796875,307,650,79,53,18,9
28,0.505859375,659,644,54,35,44,10
29,0.90380859375,1491,708,244,122,2,1
29,0.89404296875,1131,711,209,103,3,2
29,0.884765625,752,675,133,80,4,3
29,0.6279296875,1108,652,99,30,5,0
29,0.79296875,611,668,108,61,6,5
29,0.85888671875,922,660,129,75,7,6
29,0.6806640625,535,654,72,50,8,12
29,0.638671875,1253,677,188,94,9,8
29,0.544921875,850,652,41,55,11,7
29,0.53515625,1696,696,270,136,12,11
29,0.662109375,558,615,87,47,15,4
29,0.673828125,309,650,81,54,18,9
29,0.56787109375,1361,657,99,58,25,13
30,0.91552734375,1510,709,248,124,2,1
30,0.8955078125,1144,712,212,104,3,2
30,0.888671875,758,675,134,81,4,3
30,0.67919921875,1117,653,100,31,5,0
30,0.82666015625,617,668,107,60,6,5
30,0.86962890625,928,660,128,74,7,6
30,0.56787109375,562,614,84,47,15,4
30,0.68603515625,314,651,83,53,18,9
30,0.505859375,667,645,53,36,44,10
31,0.91943359375,1528,711,251,126,2,1
31,0.8984375,1159,713,215,105,3,2
31,0.884765625,765,675,136,82,4,3
31,0.70556640625,1124,655,101,33,5,0
31,0.8291015625,621,669,110,61,6,5
31,0.8818359375,933,660,129,74,7,6
31,0.56201171875,542,655,71,49,8,7
31,0.53515625,1271,678,189,96,9,8
31,0.60205078125,1731,697,260,139,12,11
31,0.55810546875,565,614,84,48,15,4
31,0.70263671875,317,651,83,54,18,9
31,0.513671875,671,644,53,36,44,10
31,0.59814453125,1349,642,73,28,72,12
32,0.92138671875,1547,713,256,128,2,1
32,0.89697265625,1173,714,220,106,3,2
32,0.89013671875,773,675,136,82,4,3
32,0.74462890625,1133,657,103,36,5,0
32,0.83447265625,626,669,111,61,6,5
32,0.80078125,937,660,131,75,7,6
32,0.63330078125,1279,679,190,96,9,8
32,0.68408203125,1747,698,264,140,12,11
32,0.517578125,568,612,84,45,15,4
32,0.51171875,420,629,42,29,16,13
32,0.6943359375,323,651,86,55,18,9
32,0.6318359375,674,644,53,36,44,10
33,0.91064453125,1565,714,260,129,2,1
33,0.89697265625,1187,715,224,107,3,2
33,0.892578125,780,676,137,83,4,3
33,0.7294921875,1141,660,106,42,5,0
33,0.85009765625,631,670,112,61,6,5
33,0.830078125,944,661,130,76,7,6
33,0.59619140625,560,656,83,53,8,7
33,0.6279296875,1287,680,194,96,9,8
33,0.73583984375,1763,699,264,141,12,11
33,0.642578125,570,612,85,43,15,4
33,0.529296875,422,630,42,30,16,13
33,0.7646484375,327,651,86,55,18,9
33,0.64794921875,677,644,54,36,44,10
33,0.525390625,1870,692,95,90,81,12
34,0.9091796875,1585,715,266,129,2,1
34,0.91064453125,1201,717,227,109,3,2
34,0.86962890625,788,677,140,83,4,3
34,0.7734375,1149,662,107,45,5,0
34,0.8388671875,636,671,112,62,6,5
34,0.822265625,949,662,129,76,7,6
34,0.501953125,1780,700,266,143,12,11
34,0.7841796875,334,652,93,56,18,9
34,0.5908203125,681,644,55,37,44,10
35,0.90966796875,1605,716,271,130,2,1
35,0.9033203125,1216,719,230,110,3,2
35,0.8740234375,795,677,141,83,4,3
35,0.77734375,1157,664,110,48,5,0
35,0.822265625,642,670,113,63,6,5
35,0.8671875,955,662,131,76,7,6
35,0.509765625,1311,679,185,99,9,4
35,0.5390625,1792,701,255,145,12,11
35,0.8115234375,339,651,95,57,18,9
35,0.61328125,684,645,55,37,44,10
36,0.92578125,1625,718,275,133,2,1
36,0.9013671875,1231,720,233,112,3,2
36,0.884765625,802,678,141,84,4,3
36,0.7548828125,1165,665,108,51,5,0
36,0.83447265625,647,671,114,64,6,5
36,0.86962890625,961,662,130,76,7,6
36,0.6875,575,657,83,54,8,7
36,0.71533203125,1332,681,163,98,9,4
36,0.8291015625,1799,701,240,145,12,11
36,0.548828125,385,636,61,50,17,8
36,0.81884765625,343,651,95,57,18,9
36,0.552734375,688,645,55,37,44,10
37,0.916015625,1646,719,279,134,2,1
37,0.90673828125,1247,721,237,114,3,2
37,0.87744140625,810,679,143,84,4,3
37,0.7734375,1174,667,108,54,5,0
37,0.83544921875,652,671,116,64,6,5
37,0.85595703125,965,662,133,77,7,6
37,0.5546875,581,657,92,54,8,7
37,0.63525390625,1346,681,155,98,9,4
37,0.70068359375,1809,702,221,146,12,11
37,0.517578125,387,636,63,49,17,8
37,0.8232421875,346,651,93,58,18,9
37,0.51171875,861,639,63,51,28,12
37,0.59619140625,691,645,54,37,44,10
37,0.55810546875,581,635,94,91,86,13
37,0.5078125,1256,644,79,35,93,14
38,0.91845703125,1668,720,286,137,2,1
38,0.9091796875,1263,722,242,115,3,2
38,0.8798828125,817,679,145,84,4,3
38,0.78271484375,1181,668,108,55,5,0
38,0.83740234375,658,672,118,64,6,5
38,0.8427734375,971,662,132,77,7,6
38,0.62060546875,582,657,91,54,8,7
38,0.7744140625,1358,682,153,99,9,4
38,0.78662109375,1813,702,213,147,12,11
38,0.525390625,390,636,64,49,17,8
38,0.8232421875,350,651,91,58,18,9
38,0.64794921875,694,645,53,37,44,10
38,0.53125,584,635,93,91,86,13
38,0.62451171875,1253,645,75,37,93,14
39,0.92041015625,1689,722,288,139,2,1
39,0.89892578125,1279,723,247,115,3,2
39,0.8798828125,825,680,146,86,4,3
39,0.78125,1191,668,110,55,5,0
39,0.8447265625,664,672,118,65,6,5
39,0.85205078125,976,663,132,77,7,6
39,0.69921875,587,657,89,53,8,7
39,0.74169921875,1369,682,153,100,9,4
39,0.78271484375,1824,703,191,147,12,11
39,0.56005859375,588,620,89,62,15,12
39,0.5234375,392,636,66,49,17,8
39,0.845703125,353,652,90,58,18,9
39,0.67578125,698,646,54,36,44,10
39,0.56591796875,523,635,53,42,66,15
40,0.90966796875,1713,722,295,143,2,1
40,0.89990234375,1295,725,247,117,3,2
40,0.87646484375,833,680,147,87,4,3
40,0.7880859375,1200,669,110,57,5,0
40,0.8388671875,669,672,118,66,6,5
40,0.85986328125,982,663,134,78,7,6
40,0.6513671875,597,657,77,54,8,7
40,0.73388671875,1832,703,174,146,12,11
40,0.50390625,397,636,64,49,17,8
40,0.810546875,358,652,90,59,18,9
40,0.6279296875,701,646,56,36,44,10
40,0.5888671875,591,634,91,87,86,13
40,0.56396484375,1233,643,68,34,93,14
41,0.91259765625,1736,721,301,150,2,1
41,0.92041015625,1312,726,253,119,3,2
41,0.8818359375,841,681,148,88,4,3
41,0.74755859375,1209,670,111,58,5,0
41,0.85205078125,674,673,120,65,6,5
41,0.85009765625,987,663,135,79,7,6
41,0.61669921875,601,657,78,55,8,7
41,0.6318359375,1840,704,159,148,12,11
41,0.521484375,594,625,90,68,15,4
41,0.52734375,400,636,63,49,17,8
41,0.82080078125,362,652,90,59,18,9
41,0.55078125,704,646,57,36,44,10
42,0.9072265625,1759,724,308,146,2,1
42,0.91650390625,1330,727,259,120,3,2
42,0.875,850,682,151,89,4,3
42,0.810546875,1219,671,113,59,5,0
42,0.85107421875,681,674,121,66,6,5
42,0.83544921875,989,663,142,79,7,6
42,0.615234375,605,657,82,54,8,7
42,0.60009765625,1848,694,142,127,12,11
42,0.8388671875,366,653,90,58,18,9
42,0.5546875,598,635,95,89,86,12
43,0.921875,1773,727,292,146,2,1
43,0.90185546875,1348,728,264,121,3,2
43,0.88720703125,858,682,155,89,4,3
43,0.796875,1228,671,114,59,5,0
43,0.84375,686,674,122,66,6,5
43,0.8681640625,991,664,151,79,7,6
43,0.73876953125,607,658,88,55,8,7
43,0.50390625,1408,682,158,98,9,4
43,0.716796875,1856,678,127,95,12,11
43,0.58154296875,601,624,93,63,15,8
43,0.82763671875,371,654,91,58,18,9
44,0.92236328125,1784,729,270,147,2,1
44,0.8896484375,1366,730,269,123,3,2
44,0.888671875,866,683,154,91,4,3
44,0.85302734375,1237,672,114,60,5,0
44,0.85693359375,692,674,123,67,6,5
44,0.81884765625,998,665,149,79,7,6
44,0.611328125,611,658,91,55,8,7
44,0.501953125,1419,680,160,91,9,4
44,0.71533203125,1863,670,109,79,12,11
44,0.81982421875,375,654,90,58,18,9
44,0.533203125,604,637,98,87,86,10
44,0.56201171875,1177,638,74,26,93,12
45,0.90283203125,1795,731,248,148,2,1
45,0.90380859375,1384,732,273,124,3,2
45,0.8740234375,875,683,155,91,4,3
45,0.8310546875,1247,673,116,61,5,0
45,0.85888671875,699,674,124,68,6,5
45,0.84716796875,1002,665,154,80,7,6
45,0.75341796875,614,658,92,54,8,7
45,0.56005859375,1872,664,93,64,12,11
45,0.60595703125,606,625,96,62,15,8
45,0.8310546875,380,654,92,58,18,9
45,0.5234375,1166,638,76,26,93,12
45,0.71875,1398,677,222,82,95,13
46,0.8974609375,1807,732,224,148,2,1
46,0.8974609375,1404,734,278,124,3,2
46,0.8798828125,884,684,158,92,4,3
46,0.8388671875,1255,673,116,61,5,0
46,0.86328125,705,675,125,69,6,5
46,0.86083984375,1008,665,154,79,7,6
46,0.7919921875,619,658,93,54,8,7
46,0.68603515625,610,625,93,62,15,8
46,0.8154296875,385,655,93,58,18,9
46,0.5830078125,1155,638,77,27,93,12
46,0.6298828125,1410,676,222,83,95,13
47,0.8916015625,1819,733,200,150,2,1
47,0.89892578125,1423,736,284,126,3,2
47,0.884765625,893,684,159,93,4,3
47,0.84912109375,1264,674,116,62,5,0
47,0.85400390625,711,675,126,70,6,5
47,0.85498046875,1014,665,156,80,7,6
47,0.73388671875,623,658,94,55,8,7
47,0.67236328125,614,627,92,66,15,8
47,0.81884765625,390,655,94,59,18,9
47,0.56591796875,1145,638,77,26,93,12
47,0.76611328125,1422,675,224,82,95,13
48,0.88330078125,1832,733,175,145,2,1
48,0.91552734375,1443,737,288,126,3,2
48,0.8857421875,901,685,160,93,4,3
48,0.85009765625,1273,674,117,63,5,0
48,0.84814453125,718,675,127,71,6,5
48,0.84375,1021,665,152,80,7,6
48,0.732421875,627,659,93,56,8,7
48,0.7216796875,617,629,93,67,15,8
48,0.8154296875,394,655,95,60,18,9
48,0.59619140625,1135,638,76,26,93,12
48,0.75048828125,1431,674,226,81,95,13
49,0.8642578125,1844,732,151,144,2,1
49,0.90576171875,1464,739,294,128,3,2
49,0.89111328125,911,686,162,95,4,3
49,0.84814453125,1283,675,117,64,5,0
49,0.8388671875,724,677,128,68,6,5
49,0.84912109375,1026,666,155,81,7,6
49,0.78125,632,660,91,55,8,7
49,0.75634765625,621,631,97,72,15,8
49,0.82666015625,399,655,98,61,18,9
49,0.55810546875,1124,638,77,25,93,12
49,0.7294921875,1442,672,229,75,95,13
50,0.83740234375,1857,733,125,144,2,1
50,0.91259765625,1485,741,299,132,3,2
50,0.8857421875,920,686,163,95,4,3
50,0.7841796875,1295,675,122,64,5,0
50,0.83642578125,730,678,128,69,6,5
50,0.865234375,1032,666,156,81,7,6
50,0.76904296875,637,660,93,56,8,7
50,0.76904296875,623,632,99,77,15,8
50,0.80908203125,403,656,101,61,18,9
50,0.505859375,1118,637,67,25,93,12
50,0.64794921875,1454,670,228,68,95,13
51,0.84716796875,1871,734,97,144,2,1
51,0.92138671875,1506,743,307,134,3,2
51,0.88818359375,929,687,164,96,4,3
51,0.56591796875,1314,675,141,65,5,0
51,0.83642578125,738,678,130,70,6,5
51,0.85498046875,1039,666,156,82,7,6
51,0.767578125,643,660,93,56,8,7
51,0.607421875,1468,670,226,71,9,4
51,0.71875,625,632,99,79,15,8
51,0.80078125,408,656,103,62,18,9
51,0.57568359375,1112,637,57,25,93,12
52,0.796875,1884,737,68,146,2,1
52,0.91162109375,1529,744,311,136,3,2
52,0.888671875,939,688,167,97,4,3
52,0.84912109375,1317,676,129,65,5,0
52,0.83642578125,744,678,131,71,6,5
52,0.85986328125,1047,666,156,82,7,6
52,0.77197265625,647,660,95,57,8,7
52,0.83349609375,1478,671,229,73,9,4
52,0.73583984375,628,632,98,79,15,8
52,0.80322265625,415,656,101,63,18,9
53,0.67236328125,1898,742,39,138,2,1
53,0.9189453125,1551,746,320,137,3,2
53,0.88818359375,949,689,170,97,4,3
53,0.85107421875,1325,677,125,65,5,0
53,0.85693359375,752,679,132,72,6,5
53,0.84814453125,1054,667,154,82,7,6
53,0.77734375,653,661,93,56,8,7
53,0.70751953125,1483,673,222,75,9,4
53,0.8056640625,633,633,97,78,15,8
53,0.79443359375,421,657,98,62,18,9
53,0.513671875,560,636,58,44,66,10
53,0.6318359375,1877,709,84,81,81,11
53,0.501953125,300,632,40,25,90,12
54,0.9130859375,1575,748,324,140,3,2
54,0.89697265625,959,689,173,98,4,3
54,0.8759765625,1333,678,122,64,5,0
54,0.873046875,758,680,134,73,6,5
54,0.8671875,1061,667,153,83,7,6
